ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
JV-0575,JSS 1-3,average management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average management at the JSS 1-3 level.","Use 'average management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0576,JSS 1-3,average requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage average requirement at the JSS 1-3 level.","Use 'average requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0577,JSS 1-3,average limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average limit at the JSS 1-3 level.","Use 'average limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0578,JSS 1-3,average target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average target at the JSS 1-3 level.","Use 'average target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0579,JSS 1-3,average threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average threshold at the JSS 1-3 level.","Use 'average threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0580,JSS 1-3,average efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for average.,"Use 'average efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0581,JSS 1-3,average productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average productivity at the JSS 1-3 level.","Use 'average productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0582,JSS 1-3,relative condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative condition at the JSS 1-3 level.","Use 'relative condition' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0583,JSS 1-3,relative response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative response at the JSS 1-3 level.","Use 'relative response' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0584,JSS 1-3,relative measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative measurement at the JSS 1-3 level.","Use 'relative measurement' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0585,JSS 1-3,relative record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative record at the JSS 1-3 level.","Use 'relative record' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0586,JSS 1-3,relative indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative indicator at the JSS 1-3 level.","Use 'relative indicator' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0587,JSS 1-3,relative value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative value at the JSS 1-3 level.","Use 'relative value' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0588,JSS 1-3,relative change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative change at the JSS 1-3 level.","Use 'relative change' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0589,JSS 1-3,relative pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative pattern at the JSS 1-3 level.","Use 'relative pattern' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0590,JSS 1-3,relative comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative comparison at the JSS 1-3 level.","Use 'relative comparison' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0591,JSS 1-3,relative distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative distribution at the JSS 1-3 level.","Use 'relative distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0592,JSS 1-3,relative performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative performance at the JSS 1-3 level.","Use 'relative performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0593,JSS 1-3,relative quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative quality at the JSS 1-3 level.","Use 'relative quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0594,JSS 1-3,relative status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative status at the JSS 1-3 level.","Use 'relative status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0595,JSS 1-3,relative management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative management at the JSS 1-3 level.","Use 'relative management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0596,JSS 1-3,relative requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative requirement at the JSS 1-3 level.","Use 'relative requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0597,JSS 1-3,relative limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative limit at the JSS 1-3 level.","Use 'relative limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0598,JSS 1-3,relative target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative target at the JSS 1-3 level.","Use 'relative target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0599,JSS 1-3,relative threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative threshold at the JSS 1-3 level.","Use 'relative threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0600,JSS 1-3,relative efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for relative.,"Use 'relative efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0601,JSS 1-3,relative productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage relative productivity at the JSS 1-3 level.","Use 'relative productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
